,Year,To_Country,Participant,Song,Total_Points,Round,Rank,Winner,danceability,wins_up_to_the_year,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom,won_last_year,Total_Participations_Up_To_The_Year,Top3_Count
402,1981,Sweden,Björn Skifs,Fångad I En Dröm,50,Final,10,0,0.703,1,0.825,5.0,-5.495,0.0,0.0314,0.0343,0.0,0.611,0.794,124.765,177200.0,0,0,0,0,0,0,4,0,0,0,1,0,5,0,1,12,0,10,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21.0,2.0
394,1981,Denmark,Debbie Cameron and Tommy Seebach,Krøller Eller Ej,41,Final,11,0,0.435,1,0.711,2.0,-14.974,1.0,0.0739,0.0793,0.0,0.321,0.795,117.406,172267.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0.0,0,0,7,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,4,0,1,0,5,0,14.0,2.0
392,1981,Luxembourg,Jean-Claude Pascal,C'est Peut-être Pas L'amérique,41,Final,11,0,0.807,4,0.397,11.0,-12.905,1.0,0.0349,0.772,0.00246,0.0781,0.861,133.195,137867.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,5,6,0,0,0,0,24.0,5.0
398,1981,Belgium,Emly Starr,Samson,40,Final,13,0,0.491,0,0.866,8.0,-4.425,1.0,0.09,0.559,0.0,0.14,0.554,138.196,174733.0,0,0,0,1,0,0,0,0,0,0,5,0,6,0,2,0,0,0,7,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,25.0,1.0
408,1981,Spain,Bacchelli,Y Solo Tú,38,Final,14,0,0.549,2,0.846,9.0,-5.182,1.0,0.0569,0.384,0.0,0.128,0.933,97.898,208107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0.0,0,0,0,0,0,0,0,4,0,10,0,3,0,0,0,0,0,0,0,0,2,10,0,0,0,21.0,5.0
395,1981,Yugoslavia,Seid-Memic Vajta,Leila,35,Final,15,0,0.248,0,0.393,9.0,-15.735,0.0,0.035,0.418,0.908,0.104,0.53,188.859,152816.0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,8,0,0,0,2,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,17.0,0.0
396,1981,Finland,Riki Sorsa,Reggae O.k.,27,Final,16,0,0.713,0,0.875,7.0,-3.134,1.0,0.0746,0.0174,7.38e-06,0.538,0.949,129.991,165107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0.0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,6,5,0,0,0,0,20.0,0.0
389,1981,Austria,Marty Brem,Wenn Du Da Bist,20,Final,17,0,0.634,1,0.276,8.0,-8.873,1.0,0.0397,0.827,1.06e-06,0.166,0.348,149.65,169500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,20.0,1.0
390,1981,Türkiye,Modern Folk Trio and Aysegül,Dönme Dolap,9,Final,18,0,0.633,0,0.718,0.0,-11.719,0.0,0.0547,0.207,2.01e-05,0.508,0.655,103.419,166493.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
407,1981,Portugal,Carlos Paião,Play-back,9,Final,18,0,0.867,0,0.665,9.0,-6.42,0.0,0.0579,0.358,9.19e-06,0.119,0.961,139.038,186000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0
405,1981,Norway,Finn Kalvik,Aldri I Livet,0,Final,20,0,0.6,0,0.512,0.0,-6.663,1.0,0.0255,0.668,3.01e-05,0.104,0.439,130.008,229987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1.0
425,1982,Germany,Nicole,Ein Bißchen Frieden,161,Final,1,1,0.625,1,0.505,6.0,-8.667,1.0,0.0286,0.486,0.0,0.26,0.607,117.995,181867.0,0,0,0,1,0,0,10,0,0,0,12,0,12,0,10,0,0,0,0,0,0,12,12,0,0.0,0,0,0,0,0,0,0,6,0,10,0,12,0,0,0,0,0,0,12,8,12,12,0,8,0,26.0,6.0
422,1982,Israel,Avi Toledano,Hora,100,Final,2,0,0.626,2,0.479,6.0,-9.15,0.0,0.0329,0.00048,0.0468,0.168,0.712,118.53,175434.0,0,0,0,7,0,0,7,0,0,0,2,0,1,0,12,0,0,12,0,0,0,0,0,0,0.0,0,0,10,0,0,0,0,8,0,1,0,10,0,0,0,0,0,0,6,10,10,0,0,1,0,9.0,3.0
416,1982,Switzerland,Arlette Zola,Amour On T'aime,97,Final,3,0,0.444,1,0.534,4.0,-10.293,1.0,0.0315,0.235,0.0,0.203,0.487,97.415,150765.0,0,0,0,10,0,0,12,0,0,0,6,0,7,0,0,0,0,0,0,0,0,8,10,0,0.0,0,0,2,0,0,0,0,10,0,4,0,2,0,0,0,0,0,0,0,2,0,2,0,12,0,26.0,4.0
418,1982,Belgium,Stella,Si Tu Aimes Ma Musique,96,Final,4,0,0.854,0,0.501,5.0,-9.535,1.0,0.031,0.632,0.00119,0.103,0.465,105.011,176027.0,0,0,0,4,0,0,0,0,0,0,8,0,10,0,5,0,0,4,0,0,0,4,6,0,0.0,0,0,5,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,10,7,2,6,0,2,0,26.0,1.0
409,1982,Cyprus,Anna Vishy,Mono I Agapi,85,Final,5,0,0.725,0,0.603,4.0,-6.761,0.0,0.0703,0.351,0.0,0.662,0.464,92.09,208696.0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,7,0,0.0,0,0,4,0,0,0,0,12,0,12,0,5,0,0,0,0,0,0,7,0,8,0,0,3,0,2.0,0.0
411,1982,Luxembourg,Svetlana,Cour Apres Le Temps,78,Final,6,0,0.659,4,0.398,0.0,-13.046,1.0,0.0361,0.816,6.79e-05,0.269,0.508,118.477,203918.0,0,0,0,2,0,0,8,0,0,0,0,0,4,0,7,0,0,8,0,0,0,10,5,0,0.0,0,0,0,0,0,0,0,7,0,7,0,6,0,0,0,0,0,0,5,0,0,3,0,6,0,25.0,5.0
413,1982,United Kingdom,Bardo,One Step Further,76,Final,7,0,0.68,4,0.823,4.0,-9.323,1.0,0.0543,0.00565,0.000361,0.118,0.888,145.321,185333.0,0,0,0,12,0,0,0,0,0,0,3,0,2,0,4,0,0,1,0,0,0,7,2,0,0.0,0,0,12,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,1,0,5,10,0,0,1,25.0,16.0
417,1982,Sweden,Chips,Dag Efter Dag,67,Final,8,0,0.613,1,0.563,0.0,-5.334,1.0,0.402,0.0918,0.0,0.0942,0.411,93.659,302067.0,0,0,0,8,0,0,5,0,0,0,0,0,8,0,3,0,0,2,0,0,0,3,0,0,0.0,0,0,3,0,0,0,0,5,0,8,0,7,0,0,0,0,0,0,4,0,4,0,0,5,0,22.0,2.0
426,1982,Austria,Mess,Sonntag,57,Final,9,0,0.697,1,0.461,10.0,-13.895,1.0,0.0436,0.463,0.694,0.143,0.0339,121.996,315626.0,0,0,0,0,0,0,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,5,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,10,0,21.0,1.0
419,1982,Spain,Lucía,Él,52,Final,10,0,0.75,2,0.474,5.0,-5.995,0.0,0.0359,0.39,0.0,0.121,0.672,114.999,209119.0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,6,0,0,7,0,0,0,0,8,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,22.0,5.0
424,1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",49,Final,11,0,0.787,2,0.582,7.0,-12.899,0.0,0.0534,0.0135,0.0538,0.0934,0.496,133.032,231760.0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,5,6,1,0,7,0,18.0,4.0
412,1982,Norway,Jahn Teigen and Anita Skorgan,Adieu,40,Final,12,0,0.344,0,0.481,7.0,-12.263,0.0,0.0498,0.992,0.861,0.108,0.0922,180.137,88547.0,0,0,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,10,0,0,0,6,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,22.0,1.0
410,1982,Portugal,Doce,Bem-bom,32,Final,13,0,0.661,0,0.745,1.0,-6.364,1.0,0.113,0.0809,0.0,0.129,0.769,184.108,164853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0.0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,4,0,18.0,0.0
421,1982,Yugoslavia,Aska,Halo Halo,21,Final,14,0,0.612,0,0.744,6.0,-6.523,0.0,0.0338,0.00954,0.0,0.347,0.575,95.033,206613.0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,18.0,0.0
414,1982,Türkiye,Neço,Hani,20,Final,15,0,0.686,0,0.817,5.0,-6.705,1.0,0.0713,0.13,1.24e-05,0.287,0.77,137.223,186960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0
423,1982,Netherlands,Bill van Dijk,Jij En Ik,8,Final,16,0,0.468,4,0.113,7.0,-22.609,0.0,0.0379,0.983,0.0718,0.0866,0.197,122.453,309680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26.0,5.0
420,1982,Denmark,Brixx,Video-video,5,Final,17,0,0.591,1,0.734,0.0,-4.055,1.0,0.0503,0.102,0.0,0.077,0.867,173.295,158640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0,2.0
415,1982,Finland,Kojo,Nuku Pommiin,0,Final,18,0,0.412,0,0.828,2.0,-9.34,1.0,0.118,0.144,0.0,0.313,0.575,153.095,188333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0
439,1983,Luxembourg,Corinne Hermès,Si La Vie Est Cadeau,142,Final,1,1,0.505,5,0.489,4.0,-12.797,0.0,0.0291,0.402,0.00125,0.191,0.328,139.471,191027.0,0,0,0,5,0,0,8,0,0,0,10,0,2,0,8,12,0,8,12,0,0,0,12,12,0.0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,7,10,3,8,0,0,0,26.0,6.0
442,1983,Israel,Ofra Haza,Hi,136,Final,2,0,0.279,2,0.305,2.0,-11.927,0.0,0.0307,0.965,1.51e-05,0.106,0.26,90.065,254987.0,0,0,0,12,0,0,10,0,0,0,0,0,7,0,7,8,0,10,3,0,0,0,0,3,0.0,0,0,10,0,0,0,0,12,0,6,0,10,0,0,0,0,0,0,6,5,7,0,0,10,0,10.0,4.0
431,1983,Sweden,Carola Häggkvist,Främling,126,Final,3,0,0.725,1,0.573,6.0,-8.619,1.0,0.025,0.439,0.000822,0.159,0.726,106.339,178227.0,0,0,0,8,0,0,5,0,0,0,7,0,10,0,10,6,0,12,10,0,0,0,8,8,0.0,0,0,0,0,0,0,0,3,0,12,0,4,0,0,0,0,0,0,2,0,5,7,0,8,0,23.0,3.0
443,1983,Yugoslavia,Danijel,Dzuli,125,Final,4,0,0.58,0,0.784,0.0,-9.568,1.0,0.0407,0.406,0.00225,0.0764,0.973,169.978,181627.0,0,0,0,1,0,0,12,0,0,0,8,0,12,0,12,0,0,6,6,0,0,0,10,1,0.0,0,0,8,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,10,0,0,12,0,12,0,19.0,0.0
444,1983,Germany,Hoffmann und Hoffmann,Rücksicht,94,Final,5,0,0.483,1,0.235,4.0,-15.059,1.0,0.0434,0.933,0.899,0.221,0.676,100.21,78200.0,0,0,0,7,0,0,6,0,0,0,0,0,3,0,4,10,0,0,1,0,0,0,0,6,0.0,0,0,12,0,0,0,0,10,0,10,0,8,0,0,0,0,0,0,0,8,2,0,0,7,1,27.0,6.0
432,1983,United Kingdom,Sweet Dreams,I'm Never Giving Up,79,Final,6,0,0.601,4,0.781,2.0,-9.358,0.0,0.0451,0.177,0.0139,0.0783,0.408,98.011,154286.0,0,0,0,10,0,0,0,0,0,0,6,0,5,0,0,5,0,3,5,0,0,0,0,2,0.0,0,0,6,0,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,12,8,5,0,0,0,26.0,16.0
437,1983,Netherlands,Bernadette,Sing Me A Song,66,Final,7,0,0.83,4,0.454,0.0,-10.179,1.0,0.0346,0.239,0.0,0.292,0.79,120.142,116973.0,0,0,0,4,0,0,2,0,0,0,5,0,4,0,3,2,0,2,0,0,0,0,3,4,0.0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,12,2,0,1,0,27.0,5.0
430,1983,France,Guy Bonnet,Vivre,56,Final,8,0,0.291,5,0.226,6.0,-12.355,1.0,0.0315,0.769,0.0,0.0773,0.28,91.268,174601.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,7,0,0,0,1,10,0.0,0,0,3,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,25.0,14.0
433,1983,Norway,Jahn Teigen,Do Re Mi,53,Final,9,0,0.531,0,0.353,7.0,-8.141,1.0,0.0271,0.649,0.0,0.0434,0.656,127.043,177653.0,0,0,0,3,0,0,7,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0.0,0,0,2,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,5,0,23.0,1.0
441,1983,Austria,Westend,Hurricane,53,Final,9,0,0.764,1,0.64,10.0,-6.659,1.0,0.0629,0.206,0.0,0.107,0.786,135.844,152560.0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,2,5,0.0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,10,0,3,0,22.0,1.0
435,1983,Finland,Ami Aspelund,Fantasiaa,41,Final,11,0,0.811,0,0.671,0.0,-11.3,0.0,0.0587,0.23,0.0,0.121,0.878,131.496,167866.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,7,0,0.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,22.0,0.0
434,1983,Italy,Riccardo Fogli,Per Lucia,41,Final,11,0,0.621,1,0.512,9.0,-10.162,0.0,0.0273,0.578,0.0,0.162,0.668,107.925,197787.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,2,0,0,0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,2,0,4,0,0,0,25.0,5.0
446,1983,Portugal,Armando Gama,Esta Balada Que Te Dou,33,Final,13,0,0.531,0,0.327,4.0,-14.111,1.0,0.0331,0.788,0.00115,0.0857,0.196,143.988,224533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,19.0,0.0
438,1983,Greece,Christie Stassinopoulou,Mou Les,32,Final,14,0,0.716,0,0.786,9.0,-6.385,0.0,0.0422,0.00691,0.126,0.105,0.188,99.979,276000.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8.0,0.0
429,1983,Switzerland,Mariella Farré,Io Così Non Ci Sto,28,Final,15,0,0.58,1,0.302,11.0,-9.929,1.0,0.0313,0.00928,0.788,0.107,0.248,97.049,179318.0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.0,4.0
445,1983,Cyprus,Stavros and Constantina,I Agapi Akoma Zi,26,Final,16,0,0.541,0,0.569,0.0,-8.005,0.0,0.0344,0.633,0.0,0.137,0.882,103.0,167093.0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.0
436,1983,Denmark,Gry Johansen,Kloden Drejer,16,Final,17,0,0.657,1,0.6,9.0,-7.13,1.0,0.3,0.48,0.0,0.108,0.734,76.944,190607.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,2,0,16.0,2.0
440,1983,Belgium,Pas de Deux,Rendez-vous,13,Final,18,0,0.822,0,0.856,9.0,-5.99,1.0,0.0615,0.017,0.597,0.0494,0.93,148.564,166187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,4,0,27.0,1.0
428,1983,Türkiye,Çetin Alp and the Short Wave,Opera,0,Final,19,0,0.756,0,0.716,7.0,-10.775,1.0,0.0637,0.322,0.00398,0.12,0.438,119.95,182500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0
427,1983,Spain,Remedios Amaya,¿quién Maneja Mi Barca?,0,Final,19,0,0.752,2,0.847,1.0,-8.757,1.0,0.0631,0.233,0.0,0.141,0.961,143.583,227840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,5.0
447,1984,Sweden,Herrey's,Diggi-loo Diggy-ley,145,Final,1,1,0.681,2,0.876,5.0,-4.104,1.0,0.0319,0.268,9.96e-06,0.131,0.961,130.89,187520.0,0,0,0,12,0,0,7,0,0,0,12,0,12,0,8,6,0,12,0,0,0,12,0,6,0.0,0,0,6,0,0,0,0,10,0,10,0,4,0,0,0,0,0,0,4,0,10,3,0,7,0,24.0,4.0
454,1984,Ireland,Linda Martin,Terminal '3',137,Final,2,0,0.535,2,0.728,5.0,-9.011,1.0,0.0441,0.537,7.34e-05,0.124,0.811,95.237,205638.0,0,0,0,10,0,0,12,0,0,0,10,0,3,0,7,3,0,10,0,0,0,0,0,12,0.0,0,0,5,0,0,0,0,7,0,4,0,2,0,0,0,0,0,0,10,12,12,10,0,8,0,19.0,5.0
450,1984,Spain,Bravo,"Lady, Lady",106,Final,3,0,0.668,2,0.716,2.0,-8.898,1.0,0.0344,0.154,1.62e-05,0.669,0.606,130.815,208053.0,0,0,0,6,0,0,3,0,0,0,6,0,7,0,0,10,0,0,0,0,0,7,0,8,0.0,0,0,8,0,0,0,0,2,0,6,0,12,0,0,0,0,0,0,0,10,3,12,0,4,0,24.0,6.0
458,1984,Denmark,Hot Eyes,Det' Lige Det,101,Final,4,0,0.544,1,0.726,9.0,-6.595,1.0,0.0384,0.00229,0.102,0.274,0.541,143.005,181467.0,0,0,0,4,0,0,8,0,0,0,5,0,0,0,5,8,0,5,0,0,0,10,0,5,0.0,0,0,3,0,0,0,0,3,0,12,0,1,0,0,0,0,0,0,6,5,1,2,0,12,0,17.0,2.0
453,1984,Belgium,Jacques Zegers,Avanti La Vie,70,Final,5,0,0.458,0,0.478,9.0,-10.783,1.0,0.0328,0.381,9.42e-06,0.0912,0.649,168.5,173387.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,0,4,0,0,0,0,0,1,0.0,0,0,12,0,0,0,0,8,0,3,0,10,0,0,0,0,0,0,2,0,0,5,0,0,0,28.0,1.0
461,1984,Italy,Alice and Battiato,I Treni Di Tozeur,70,Final,5,0,0.552,1,0.619,8.0,-8.061,1.0,0.0326,0.152,0.00141,0.168,0.711,216.122,188691.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0.0,0,0,10,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,12,0,7,7,0,0,0,26.0,5.0
452,1984,United Kingdom,Belle and the Devotions,Love Games,63,Final,7,0,0.601,4,0.673,2.0,-10.374,1.0,0.0265,0.394,2.51e-06,0.0741,0.58,137.35,173115.0,0,0,0,2,0,0,2,0,0,0,2,0,1,0,4,0,0,7,0,0,0,8,0,10,0.0,0,0,1,0,0,0,0,4,0,8,0,6,0,0,0,0,0,0,3,3,0,1,0,0,0,27.0,16.0
449,1984,France,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,61,Final,8,0,0.722,5,0.72,11.0,-5.697,0.0,0.0291,0.493,0.0,0.0262,0.534,100.999,227733.0,0,0,0,8,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,12,0,2,0,7,0,0,0,0,0,0,0,2,4,0,0,6,0,26.0,14.0
460,1984,Finland,Kirka,Hengaillaan,46,Final,9,0,0.727,0,0.691,6.0,-10.991,1.0,0.0335,0.152,3.37e-06,0.364,0.963,125.731,160267.0,0,0,0,5,0,0,0,0,0,0,4,0,6,0,0,5,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,7,0,6,0,0,0,23.0,0.0
448,1984,Luxembourg,Sophie Carle,100% D'amour,39,Final,10,0,0.621,5,0.597,11.0,-8.672,0.0,0.0482,0.147,1.06e-06,0.142,0.353,98.017,247996.0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,5,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,27.0,6.0
457,1984,Portugal,Maria Guinot,Silêncio E Tanta Gente,38,Final,11,0,0.41,0,0.329,3.0,-14.046,1.0,0.0386,0.864,0.873,0.156,0.198,88.97,81973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,20.0,0.0
465,1984,Türkiye,"Bes Yil Önce, On Yil Sonra",Halay,37,Final,12,0,0.677,0,0.731,0.0,-9.765,1.0,0.0263,0.00911,0.0272,0.188,0.793,123.817,169750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0
456,1984,Netherlands,Maribelle,Ik Hou Van Jou,34,Final,13,0,0.329,4,0.285,2.0,-9.093,1.0,0.0277,0.82,0.000485,0.114,0.127,85.711,184347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,1,0,28.0,5.0
462,1984,Germany,Mary Roos,Aufrecht Geh'n,34,Final,13,0,0.43,1,0.39,6.0,-14.996,1.0,0.0365,0.363,0.877,0.0946,0.0998,74.516,343470.0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,5,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,6.0
455,1984,Cyprus,Andy Paul,Anna Mari-elena,31,Final,15,0,0.471,0,0.668,4.0,-10.755,1.0,0.0301,0.00155,0.00569,0.601,0.863,136.88,169000.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.0,0.0
459,1984,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,30,Final,16,0,0.672,1,0.425,11.0,-12.117,1.0,0.0277,0.678,0.000616,0.142,0.533,109.575,168827.0,0,0,0,0,0,0,5,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,28.0,4.0
451,1984,Norway,Dollie de Luxe,Lenge Leve Livet,29,Final,17,0,0.372,0,0.65,0.0,-7.234,1.0,0.0373,0.012,0.0,0.215,0.309,137.118,190380.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,3,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,24.0,1.0
464,1984,Yugoslavia,Vlado and Isolda,Ciao Amore,26,Final,18,0,0.66,0,0.714,4.0,-7.362,1.0,0.0302,0.384,0.0,0.178,0.888,105.383,181280.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,20.0,0.0
